CombinedStreet	Suburb	State	PostCode	Country
1 Croydon St	Nedlands	WA	6012	
32 Lewis Rd	Martin	WA	6109	
149 Coolamon Bvd	Ellenbrook	WA	6069	
2058 Albany Hwy	Maddington	WA	6109	
Apartment 406/26 Hood St	Subiaco	WA	6008	
4 Sheldrake St	Stirling	WA	6021	
20 Uppill Place	Wangara	WA	6065	
6 Hurst Place	Safety Bay	WA	6169	
3 Yirrdah St	Maida Vale	WA	6057	
27 Lynton St	Doubleview	WA	6018	
3a Spey Place	Fenrdale	WA	6148	
30 River Drive	Cape Burney	WA	6532	
70 Luminous Cres	Edgleton	WA	6034	
0	Claremont	WA	6010	
17 Golfview Place	Gnangara	WA	6065	
1 Verbena Place	Geraldton	VIC	6530	
19/46 Smith St	Highgate	WA	6003	
58 Cumberland Way	Waikiki	WA	6169	
10 Tay Crt	Cooloongupo	WA	6168	
43 central avenue	swanbourne	WA	6010	
20 Taywood dr	Wanneroo	WA	6065	
23/171 St Georges Tce	Perth	WA	6000	
4/229 Adelaide Trc	East Perth	WA	6000	
202/45 Adeliade Tce	East Perth	WA	6004	
4 Brigadoon Place	Cooloongup	WA	6168	
197 Pickles Street	Port Melbourne	VIC	3207	
22 Grande Way	Beechboro	WA	6063	
4/19 Kyarra Street	Innaloo	WA	6018	
20 Susan Rd	Madeley	WA	6065	
8 Maida Vale Road	Maida Vale	WA	6057	
3 ewing drive	hillarys	WA	6025	
13 Swan Road	Highwycombe	WA	6057	
50 Buttercup Cres	High Wycombe	WA	6057	
59 Brighton St	Cottesloe	WA	6015	
4 Ellesmere Court	Cooloongup	WA	6168	
9/19 Bain Sq	Forrestfield	WA	6056	
104c James Street	Gosnells	WA	6110	
65 Carisbrooke St	Maddington	WA	6109	
6 Barbados Turn	Hillarys	WA	6025	
231 /597 Kalamunda Road	High Wycombe	WA	6057	
4/28 Forrest St	Subiaco	WA	6008	
46 Lynas Way	Quinns Rocks	WA	6030	
46 Dianella Street	Bayswater	WA	6053	
Levan George Ave	Claremont	WA	6010	
45 Rainsby Crescent	Ellenbrook	WA	6069	
6/20 Rule Street	North Fremantle	WA	6159	
14 Shakespeare St	Leederville	WA	6007	
11a Tamalee Place	Hillman	WA	6168	
36 Ballard Pl	Maddington	WA	6109	
5 Teddington Loop	High Wycombe	WA	6057	
4 Liverpool Place	Alexander Heights	WA	6064	
6 Pitt Street	Dianella	WA	6059	
10 Bauhinia Rd	Forrestfield	WA	6058	
15 Dalaroo Crt	Cooloongup	WA	6168	
606 Boolee St	Tom Price	WA	6751	
19 Wendlebury Way	Eden Hill	WA	6054	
2/2 Glyde St	East Frewmantle	WA	6158	
2 Grady Court	Waikiki	WA	6169	
178 Henderson Rd	Munster	WA	6166	
4/95 Bay View Tce	Claremont	WA	6020	
4 yorkshire grove	currambine	WA	6028	
1/56 Gascoyne Way	Cooloongup	WA	6168	
39 Francis Street	Bayswater	WA	6052	
26 Goongarrie Drive	Waikiki	WA	6169	
22 Bursaria Cresent	Ferndale	WA	6148	
13 Wallan St	Maddington	WA	6107	
6/207 Bulwer Street	Perth	WA	6000	
29 Drummond Cr	Duncraig	WA	6023	
145/25 The Park Way	Ellenbrook	WA	6069	
1a bromilon green	mt claremont	WA	6010	
17 Ockham Street	Lynwood	WA	6147	
2/12 EDNA ST	COMO	WA	6152	
25 Dilkera Place	Quinns Rocks	WA	6030	
26/19-21 Mackie St	Victoria Park	WA	6100	
28 Murdoch St	Cremorne Point	NSW	2090	
21 Dampiera Way	Ferndale	WA	6148	
53 Ashmore Ave	Two Rocks	WA	6065	
393 Metcalft Rd	Parkwood	WA	6147	
131 Dellar Rd	Maddington	WA	6109	
56 Stoneham St	Joondanna	WA	6060	
149 Dagly St	Wembley	WA	6014	
18 Mileto Street	Dianella	WA	6059	
1/151 Edward St	Osborne Park	WA	6017	
5 Shelldrake Street	Stirling	WA	6021	
8 Liseron Way	Ferndale	WA	6148	
40 sistina road	ashby	WA	6065	
1 Fawkner Road	Two Rocks	WA	6037	
1 Brown Street	Claremont	WA	6010	
villa 6/91 Hybanthus rd	Ferndale	WA	6147	
15 Delphinus Place	Rockingham	WA	6168	
36 Banksia Street	Joondanna	WA	6060	
54 Connaght Street	Forrestfield	WA	6058	
39 Olive Street	Subiaco	WA	6008	
67 Malina Street	Hilman	WA	6168	
30 Zamia Place	Greenwood	WA	6024	
20 Silverhill Loop	Armadale	WA	6112	
42 Stedham Way	Balga	WA	6061	
215 Barker Road	Subiaco	WA	6008	
14 Colonel Gardens	Mosman Park	WA	6012	
510 Marmion Street	Booragoon	WA	6154	
14 Sculpton Cl	Rockingham	WA	6168	
17 Leasham Ct	Medina	WA	6167	
5 Birdie Crt	Cooloongup	WA	6168	
301 Lenard St	Herne Hill	WA	6056	
29 Warren Road	Maida Vale	WA	6057	
5 Booralie Way	Maida Vale	WA	6057	
53 taim st	applecross	WA	6153	
6 Montoro Drive	Port Kennedy	WA	6172	
35 CARRICK ST	WOODLANDS	WA	6018	
25 Paterson Gardens	Winthrop	WA	6150	
9 Ferndale Cres	Ferndale	WA	6148	
548 Morley Drive	Morley	WA	6062	
485c Kalamunda Road	High Wycombe	WA	6057	
29 Lynwood Ave	Lynwood	WA	6147	
5595 Helena Valley Rd	Helena Valley	WA	6056	
14 Yew Pl	Parkwood	WA	6147	
26 Ackland Sr	Geraldton	WA	6530	
44 Rosalie St	Shentin Park	WA	6008	
24 Swanway Cres	Swanbourne	WA	6010	
29 Wilkinson Street	Gosnells	WA	6110	
26 Ballot Way	Balcatta	WA	6021	
43 Swallow Loop	High Wycombe	WA	6057	
221 Westfield Street	Maddington	WA	6109	
8 Janga Crt	Wanneroo	WA	6065	
28 Fleet Circle	High Wycombe	WA	6057	
34 Langford Bld	Madeley	WA	6065	
Unit 1 10 Military Rd	Neutral Bay	NSW	2089	
10 Dumaresq Loop	Quinns Rocks	WA	6030	
12 Bulimba Rd	Nedlands	WA	6009	
34 Bayview Tce	Mosman Park	WA	6012	
9 Coomel Close	Hillman	WA	6168	
3 Panton Cove	Waikiki	WA	6169	
9a TAY COURT COOLOONGUP	Cooloongup	WA	6168	
39/ 597 Kalamunda Rd	High Wycombe	WA	6057	
36 Glenview Street	Mt Tarcoola	WA	6530	
9 Carribean Drive	Safety Bay	WA	6169	
4 Mannaw Place	Hillman	WA	6168	
51b Tasman Street	Mount Hawthron	WA	6000	
6 Zamia Street	Claremont	WA	6010	
21 Connors Retreat	Clarkson	WA	6030	
28 Bovale Rd	Dayton	WA	6055	
23 Lyndhurst Cres	Ferndale	WA	6148	
7 Read Avenue	Mosman Park	WA	6012	
1 Abbeytown Cir	Waikiki	WA	6169	
108 Clonfarf St	Sorrento	WA	6020	
15 Elata Court	Thornlie	WA	6108	
37 Santara Circle	Dianella	WA	6059	
81 Virginia Avenue	Maddington	WA	6109	
17 Mary Street	Claremont	WA	6010	
8 gully close	highwycombe	WA	6057	
236 Seventh Avenue	Inglewood	WA	6052	
6 Tighe St	Jolimont	WA	6014	
184 Park St	Subiaco	WA	6008	
3/9 Strickland St	Bunbury	WA	6231	
9 Dilkera Place	Quinns Rocks	WA	6030	
19 Barley Cres	Cooloongup	WA	6169	
4040/3 Park Ave	Crawley	WA	6009	
Unit 136 99 Burslem Dr	Maddington	WA	6109	
11 Coorain St	Maddington	WA	6109	
21 Neville Road	Dalkeith	WA	6009	
14 Maud Street	York	WA	6302	
2/13 Currie St	Jolimont	WA	6014	
32 Lyall St	South Perth	WA	6150	
83 Doverdge Drive	Duncraig	WA	6023	
77 Perhan Cres	Leda	WA	6171	
9/48 ashley road	Tapping	WA	0	
6 Hassars Rd	Secret Harbour	WA	6173	
63 Waverley Way	Coobellup	WA	6163	
23 Pitchford Ave	Maddington	WA	6109	
25 Morisot Cres	Ashby	WA	6065	
2 Akma Court	Maddington	WA	6109	
4 Morisot Cres	Ashby	WA	6065	
3 Landrail Road	Stirling	WA	6021	
22 Phar Lap Road	Wattle Grove	WA	6017	
2 Suva Glade	Merriwa	WA	6030	
7 / 23 Helm St	Maddington	WA	6109	
Pobox 709	Cottesloe	WA	6011	
20 Biscay Rd	Sorrento	WA	6020	
15 Kingfisher Loop	High Wycombe	WA	6057	
40/7 Fremantle Rd	Gosnells	WA	6110	
17 Rothesay Crt	Cooloongup	WA	6168	
29 Carn Loop	Cooloongup	WA	6168	
408/45 Adelaide Tce	East Perth	WA	6004	
45 Hepburn Way	Balga	WA	6061	
31 Beach St	Cottesloe	WA	6011	
6 Walker Cres	High Wycombe	WA	6057	
4 B Annatto	Forrestfield	WA	6058	
28 Karlak Circuit	Forrestfield	WA	6058	
126 Victoria St	Mosman Park	WA	6012	
Po Box 707	Dongara	WA	6525	
31 Grainger Drive	Mount Claremont	WA	6010	
7/11 Kenton St	Lynwood	WA	6147	
27 Longfield Rd	Maddington	WA	6109	
79 Mccourt St	West Leederville	WA	6007	
790 Welshpool Road	Wattle Grove	WA	6107	
7 Dutchess Crt	Bayswater	WA	6051	
44 Graveney Way	Maddington	WA	6109	
10  Balmain  Tce	Alkimos	WA	6038	
5 Tana Crt	Waikiki	WA	6169	
151/1140 Wanneroo Road	Ashby	WA	6065	
53 Oats Street	Kewdale Avenue	WA	6105	
134c Watkins Street	White Gum Valley	WA	6162	
24a Palmerston Street	St James	WA	6102	
10 Quokka Link	Baldivis	WA	6171	
18 Hubbard Pl	Saftey Bay	WA	6169	
65 Watling Ave	Lynwood	WA	6148	
546 King Gorge Street	Victoria Park	WA	6100	
17 Murray Dr	High Wycombe	WA	6057	
26 Gascoyne Way	Cooloongup	WA	6169	
32a Medallion Ave	North Shelley	WA	6148	
60 Achiever Ave	Port Kennedy	WA	6172	
6 / 64-66 Stanley St	Scarborough	WA	6019	
38 Ord St	Nedland	WA	6010	
78 Warnbro Beach Road	Warnbro	WA	6169	
62/996 Hay St	Perth	WA	6000	
22/1140 Wanneroo Road	Ashby	WA	6065	
Roberts Road	Subiaco	WA	6008	
34 Warner Gardens	Gwelup	WA	6018	
57 watsonia road	gooseberry hill	WA	6057	
46 Stirling Cres	High Wycombe	WA	6057	
7 Bruce Street	North Frewmantle	WA	6159	
159 Barker Rd	Subiaco	WA	6008	
1 St Clair Pl	Cooloongup	WA	6168	
21 Smith street	Claremont	WA	6010	
49 Monk St	Kensington	WA	6151	
30d Belvedeer Way	Lynwood	WA	6147	
36 Quarry Ramble	Edgewater	WA	6027	
8 Waterford St	Inglewood	WA	6052	
18 harman road	sorrento	WA	6020	
25 Wonambi Way	Wanneroo	WA	6065	
203/239 new castle lodge	norhbridge	WA	6003	
260 Beattie Road	Kendenup	WA	6323	
86 Orelia Ave	Orelia	WA	6167	
7/119 Kimberley St	West Leederville	WA	6007	
28 Iveston Road	Lynwood	WA	6147	
8 Walmer Plc	Orelia	WA	6167	
41/3 park ave	crawley	WA	6009	
26 Hatch Court	High Wycombe	WA	6057	Australia
19 Cassowry Rd	High Wycombe	WA	6057	
8 Sutherland Drive	Mt Tarcoola	WA	6530	
9 Hunter Way	Bertram	WA	6167	
6 Burnie Clune	Moonyanooka	WA	6530	
70 Cedric St	Stirling	WA	6021	
214/45 Malcom Street	West Perth	WA	6007	
9 Flinds Place	Lynwood	WA	6147	
34 Solquest Way	Cooloongup	WA	6168	
80 Kookaburra Cres	High Wycombe	WA	6057	
12 Markham Road	Highwycombe	WA	6057	
36 Ricketts Ct	Rockingham	WA	6168	
10 Hobson St	Geographe	WA	6280	
42 Waterton Way	Cooloongup	WA	6168	
7a Carey Place	Cooloongup	WA	6169	
48/597 Kalamunda Road	High Wycombe	WA	6057	
43 Cooper Circiut	Mount Tarcoola	WA	6530	
6b Quail Place	Langford	WA	6148	
147 Corfield St	Maddington	WA	6109	
55b Estaven Way	Ferndale	WA	6148	
22 Grange Drive	Cooloongup	WA	6168	
8B Monarch Court	Wanneroo	WA	6065	
29 East Street	Maylands	WA	6051	
825 Tate St	West Leederville	WA	6007	
47 Oakapple Drive	Duncraig	WA	6023	
131 Brooklands Dr	Henley Brook	WA	6055	
18 Morgan St	Shenton Park	WA	6008	
29 Aldington St	Maddington	WA	6109	
17 Hazlett Place	Waikiki	WA	6169	
28 Cameron Way	Kardinya	WA	6163	
1 Holten Court	Cooloongup	WA	6168	
25 Devon St	Woodbridge	WA	6056	
12 Hilton Place	Duncraig	WA	6020	
25 Beroona Place	Jane Brook	WA	6058	
30 Winnifred Road	Bayswater	WA	6053	
12/4 Mcdermott Ave	Wandina	WA	6530	
59 Keanefield Dr	Carramar	WA	6031	
30 Cambridge Cres	Cooloongup	WA	6168	
24 Warrida Way	Maddington	WA	6109	
The Terrace Unit 9/5 Swan St	North Fremantle	WA	6159	
203 Westfield Street	Maddington	WA	6109	
Unit 70/597 Kalamunda Road	High Wycombe	WA	6057	
17 Cylinders Loop	Clarkson	WA	6030	
13 Jones Prom	Seabird	WA	6042	
44 Waverley St	Shenton Park	WA	6008	
83 Grovedale Road	Floreat	WA	6014	
278 Grand Promenade	Dianella	WA	6059	
7 Sistina Road	Ashby	WA	6065	
emiraild way	edgwater	WA	602	
7 Peel St	Jolimont	WA	6014	
9 Gillen Place	Waikiki	WA	6169	
31 Westfield Street	Maddington	WA	6109	
2 Goedita Gardens	Mt Claremont	WA	6010	
9 Lake View Stree	East Victoria Park	WA	6101	
Unit 3/44 Third Avenue	Mount Lawley	WA	6050	
4 Sadlewood Crt	Mount Tarcoola	WA	6530	
8 Atlantic Brace	Wandina	WA	6530	
110c Edward St	Osbourne Park	WA	6017	
37 beenong st	wanneroo	WA	6065	
62 Carisbrook Street	Maddington	WA	6109	
6b Marchamley St	Carlisle	WA	61010	
6 The Retreat	Forrestfield	WA	6058	
Unit 48/86 Caledonian Ave	Maylands	WA	6051	
1 Thomas Street	Mosman Park	WA	6012	Australia
PO Box 1353	Subiaco	WA	6008	
76 Pitchford Avenue	Maddington	WA	6109	
4 Leith Place	Ferndale	WA	6148	
6/7 victoria avenue	claremont	WA	6010	
46 Keane Street	Wembley	WA	6014	
Unit 109 /8 Drummond Apts	Bentley	WA	6102	
109 Fairfield St	Mt Hawthorn	WA	6016	
13 Charles St	Shenton Park	WA	6008	
240 St George Tce	Perth	WA	6000	
6 nannatee way	wanneroo	WA	6065	
138a Alfred Rd	Swanbourne	WA	6010	
22 Manjimup place	gwelup	WA	6018	
30 Rothesay Ct	Coolongup	WA	6168	
57a Trink Street	Cloverdale	WA	6105	
23 Simons Way	Langford	WA	6147	
Unit 6 54 Glenveiw Street	Mount Tarcoola	WA	6530	
15/36 St Leonards Street	Mosman Park	WA	6012	
16 Torridon Loop	Wanneroo	WA	6065	
19 Purley Cres	Lynwood	WA	6147	
91 Cortis Way	Langford	WA	6147	
84 Gascoyne Way	Waikiki	WA	6169	
18 Leon Road	Dalkeith	WA	6009	
5 Tangaroa Close	Cooloongup	WA	6168	
2/39 Wroxton Street	Midland	WA	6056	
8 fernan road	high wycombe	WA	6057	
11 View St	Subiaco	WA	6008	
28 Lochee Street	Mosman Park	WA	612	
9 Donna St	Morley	WA	6062	
16 Lincoln Road	Forrestfield	WA	6058	
1103 Wanneroo Road	Wanneroo	WA	6065	
58 yilgern st	shenton park	WA	6008	
2/23 Helm St	Maddington	WA	6109	
34a Parkside Avenue	Mount Pleasant	WA	6153	
63 Devon Rd	Swabbouene	WA	6010	
39 Maitland Rd	Balga	WA	6061	
9 Warrida Way	Maddington	WA	6109	
9 Waterwitch Outlook	Wandina	WA	6530	
46 Barker Rd	Subiaco	WA	6008	
28 Holloway	Ravenswood	WA	6208	
10 Kinlock Ave	Lynwood	WA	6147	
32 Dellar Road	Maddington	WA	6109	
2 Larkspur Place	Heathridge	WA	6027	
2 Ontario Road	Dianella	WA	6059	
156/7 Harman Road	Sorrento	WA	6020	
3 Combellack Way	Highwycomve	WA	6057	
26 amenia ave	wanneroo	WA	6065	
56 Lincon St	Highgate	WA	6003	
13 Marble Place	Forrestfield	WA	6058	
10 Annadale Circle	Kinross	WA	6028	
22 Inverness Court	Cooloongup	WA	6168	
26 Aralia Way	Forrestfield	WA	6056	
3 Betchel Crt	Rivervale	VIC	6103	
9 Jesmond St	Safety Bay	WA	6169	
16/12 Foyle Rd	Bayswater	WA	6053	
58 Exelcior St	Shenton Park	WA	6008	
Po Box 892	Subiaco	WA	6904	
19 Southgate Rd	Langford	WA	6147	
7a Ganfield Way	Balga	WA	6061	
7 Shoalhaven Place	Waikiki	WA	6169	
Shop 6 Mx207 50 St Georges Tce	Perth	WA	6000	
32 Darch St	Yokine	WA	6060	
23/70 Marina Blvd	Ocean Reef	WA	6027	
9 Lakerise Mews	Edgewater	WA	6027	
152 Rathesay Hopes	Mindarie	WA	6030	
17 Nabberu Loop	Cooloongup	WA	6168	
66 Agincourt Dr	Forrestfield	WA	6058	
208 First Street	Wonthella	WA	6530	
143 Spencer Rd	Langford	WA	6147	
34 Kebroyd Way	Kallaroo	WA	6025	
10 Clipperton Crt	Waikiki	WA	6169	
10 ruislip st	west keederville	WA	6007	
3/23 Helm St	Maddington	WA	6109	
4/50 Oats Street	East Victoria Park	WA	6101	
1/51 Mornington Blv	Waikiki	WA	6169	
12 Dara Ct	Wanneroo	WA	6065	
139/7 Harman Rd	Sorrento	WA	6020	
20 elizabeth st	osborne park	WA	6017	
76 Willmont Drive	Cooloongup	WA	6168	
200 St Georges Tce	Perth	WA	6000	
142 Nicolson Rd	Subiaco	WA	6008	
12/3 Vincent St	Nedlands	WA	6009	
U 202 76 Ridgewood Bvd	Ridgewoo	WA	6030	
208 Chapman Rd	Geraldton	WA	6530	
3 Wiliam St	Shenton Park	WA	6008	
15 Woronora Close	Maida Vale	WA	6057	
15 Mensa Close	Rockingham	WA	6168	
4 Gerogetown Drive	Safety Bay	WA	6169	
16 Tangaroa Close	Cooloongup	WA	6168	
11 Vickery Loop	Clarkson	WA	6030	
44 jubilee st	beckenham	VIC	607	
4/2 Douglas Avenue	Subiaco	WA	6008	
Turner Rd	Subiaco	WA	6008	
21 Foxton Street	Maddington	WA	6109	
5 Glenn Ave	Mosman Park	WA	6012	
20 Foster St	Mt Tarcoola	VIC	6530	
U2 Walcott Street	North Perth	WA	6006	
12a Cyane Way	Currambine	WA	6028	
84a Kelvin St	Maylands	WA	6051	
22 Hawley Way	Madora Bay	WA	6210	
11 Henrietta Street	Bayswater	WA	6053	
61 Sanderling Dr	Thornlie	WA	6108	
23 Culworth Road	Bassendean	WA	6054	
8 Crocus Way	Ferndale	WA	6148	
105 Woodbridge Drive	Cooloongup	WA	6168	
3 Kathleen Close	Maida Vale	WA	6057	
7 Minda Place	Wanneroo	WA	6065	
14 Travertine St	Harrisdale	WA	6112	
60 Warrilow Loop	Canning Vale	WA	6155	
11 Backshall Pl	Wanneroo	WA	6065	
34 Gallop rd	Dalkeith	WA	6009	
32 Stuart St	Maylands	WA	6051	
Po Box 522	Denmark	WA	6333	
8/11 Roydhouse St	Subiaco	WA	6008	
37 shannon road	dianella	WA	6059	
30 Camdem Street	Dianella	WA	6059	
151/41 Porthouse Pde	Medow Springs	WA	6120	
Unit 8/34 Adana Elbow	Kenwick	WA	6107	
63 Greenfield Circle	Wanneroo	WA	6065	
12a Corella Place	Cooloongup	WA	6168	
388 Tamarisk Dr	Gabbadah	WA	6041	
71/9 Delhi Street	West Perth	WA	6005	
125a Hamilton Street	Stirling	WA	6021	
58 Bagot Rd	Subiaco	WA	6008	
Unit 6-11 Pearson Drive	Succsess	WA	6164	
19 Kinlock Avenue	Ferndale	WA	6148	
4 Camer Court	Huntingdale	WA	6110	
55 wonambi way	Wanneroo	WA	6065	
19 Bauhinia Road	Forrestfield	WA	6058	
2/76 Gosnells Road	Maddington	WA	6109	
10 St Michaels Court	Cooloongup	WA	6168	
4/9 Salsbury St	Subiaco	WA	6008	
10 Farmar Court	Noranda	VIC	6062	
9 Stanley St	Glen Forrest	WA	6071	
235 Heytesbury Rd	Subiaco	WA	6008	
25 New Cross Road	Kingsley	WA	6026	
67 Calume Street	Hillman	WA	6169	
28 Denison Turn	Ridgewood	WA	6030	
62 Alderbury St	Floreat	WA	6014	
36 Woodmore Rd	Langford	WA	6147	
109 Lesueur Rise	Sorrento	WA	6020	
11 Hopbush Lane	Yanchep	WA	6035	
4 Waterford Street	Inglewood	WA	6052	
19 Elkington Mews	Clarkson	WA	6030	
200 woolcoot rd	wellard	WA	6170	
40 Gemini Way	Carlisle	WA	6101	
497 Metcalf Road	Lynwood	WA	6147	
15 Matatai Loop	Cooloongup	WA	6168	
32 Double Cres	Wanneroo	WA	6065	
1/15 Kadina Street	North Perth	WA	6006	
39 Bugenfore Street	Maidavale	WA	6056	
31 Maquire Way	Bull Creek	WA	6149	
U5/57 Kariong Circut	Duncraig	WA	6023	
365 Houston Street	Mount Helena	WA	6082	
pob 862	cOTTESLOE	VIC	6911	
72 Katanning St	Bayswater	WA	6053	
23a Riley Rd	Riverton	WA	6148	
17 Falcon Crt	High Wycombe	WA	6057	
606 Light Street	Dianella	WA	6059	
6 Tighe St	Jolimont	WA	6014	
48 Coniston Way	Ferndale	WA	6148	Australia
9 Bertal Way	Balcatta	WA	6021	
1 La Seyne Cres	Warnbro	WA	6169	
19 Kennett St	Maddington	WA	6109	
77 Smythe Road	Nedlands	WA	6009	
190 St George Tce	Perth	WA	6000	
10 Glen Street	West Leederville	WA	6007	
88 Westfield Street	Maddington	WA	6109	
64 Harvest Loop	Edgewater	WA	6027	
9 merrang circle	carrarmar	WA	6031	
43 Turnbull Way	Trigg	WA	6029	
225 Waterford Drive	Hillarys	WA	6025	
16 Keane Street	Peppermint Grove	WA	6011	
67 Harrington Waters Drive	Waikiki	WA	6169	
No Address	Cooloongup	WA	6168	
12 Saligna Way	Dayton	WA	6055	
8 treen cl	High Wycombe	WA	6057	
10 Nurrari Close	Waikiki	WA	6169	
30 Conniston Way	Ferndale	WA	6148	
136 Rokeby	Subiaco	WA	6008	
Unit 6/172 Bagot Rd	Subiaco	WA	6008	Australia
421 Vincent Street West	West Leederville	WA	6007	
10 Marmot Way	Ferndale	WA	6148	
2/160 Grand Promenade	Doubleview	WA	6018	
1/120 Marie Pde	Cottesloe	WA	6011	
33 Victoria Street	St James	WA	6102	
14 Warrajah St	Stirling	WA	6021	
21b Yarrawa St	Moss Vale	NSW	2577	
2/290 Wharf St	Queens Park	WA	6107	
22 Clobelly	Lynwood	WA	6147	
4 Dalaroo Court	Cooloongup	WA	6168	
7 Ashmore Way	Sorrento	WA	6030	
9/128 Mounts Bay Rd	Perth	WA	6000	
21a Richmond St	North Perth	WA	6006	
93 Hampshire Street	East Victoria Park	WA	6101	
15 ryde lane	high wycombe	WA	6057	
9 Keel Place	North Fremantle	WA	6159	
21 Majestic Vista	Madeley	WA	6065	
12 Blamire Road	Kalamunda	WA	6057	
19 Eucalyptus Road	Woorree	WA	6530	
2 Lyness Pl	Ferndale	WA	6148	
140 Kalamunda Road	Gooseberry Hill	WA	6076	
200 St Georges	Perth	WA	6000	
123	Mosman Park	WA	6012	
1 /27 Glandville Street	Mosman Park	WA	6012	
U3/157 Weaponess Rd	Wembley Downs	WA	6019	
Suite 604/18 Raheola Street	West Perth	WA	6005	
192 Broone St	Cottesloe	WA	6019	
40a Glyde Street	Mosman Park	WA	6012	
13 Cambridge Prest	Cooloongup	WA	6168	
16 Moorine Court	Hillman	WA	6168	
po box 91	quairading	WA	6383	
18 Edgeware St	Lynwood	WA	6147	
40 Avocet Road	Stirling	WA	6021	
38 Lynwood Ave	Lynwood	WA	6147	
20 San Teodoro Ave	Sinagra	WA	6065	
28 Ellesmere Rd	Lynwood	WA	6147	
U10/15 Harvest Road	North Fremantle	WA	6159	
11 Finlayson Street	Subiaco	WA	6008	
12 Wyola Lane	Wanneroo	WA	6065	
4 Higham Rd	North Fremantle	WA	6012	
2 Mcgougal Rise	Duncraig	WA	6023	
2 Thames Drive	Cape Burney	WA	6530	
5 Egart Mews	Cooloongup	WA	6168	
84 Birkdale St	Floreat	WA	6014	
4 Whitehill Rd	Bouvard	WA	6211	
6/63 Macleay St	Turner	WA	2612	
82 Keightley Rd	Shenton Park	WA	6008	
63 Kooralbyn Valley Cr	Jandakot	WA	6164	
194 Maida Vale Road	High Wycombe	WA	6057	
2a Kexby St	Balcatta	WA	6021	
45a Arkana Road	Westminster	WA	6061	
Unit 21-21 Rowland St	Subiaco	WA	6008	
Harborne St	Wembley	WA	6014	Australia
6/26 Highbury Cres	Beckenham	WA	6107	
4 Sapphire Way	Maida Vale	WA	6057	
137/21 Midland Road	Hazelmere	WA	6055	
4 Fyfe Court	Trigg	WA	6029	
7 Celtic Loop	Cable Beach	WA	6726	
15 Swan Rd	High Wycombe	WA	6057	
66 St Helier Dr	Sorrento	WA	6020	
52 Salesian Ct	Queens Park	WA	6107	
32 Magdalen Loop	Piara Waters	WA	6112	
442 Coode Street	Dianella	WA	6059	
46 Bywood Way	Lynwood	WA	6147	
hshsgsgs	high wycomvbe	WA	60574	
334b Grand Promenade	Dianella	WA	6059	
9/16 Leiden Place	Forrestfield	WA	6058	
28 Geneff St	Innaloo	WA	6018	
23 Peach Tree Way	Forrestfield	WA	6058	
27 Carpenteria Cres	Kenwick	WA	6107	
7 Tessa Court	Duncraig	WA	6028	
20 Illawong St	Kingsley	WA	6026	
10 Pathfinder Rd	Padbury	WA	6065	
9 Carcoo Crt	Beckenham	WA	6017	
14a York Terrace	Mosman Park	WA	6012	
45 Kookaburra Cres	Highwycombe	WA	6057	
19 swab Road	high wycombe	WA	6054	
3 Vix St	Dalkeith	WA	6009	
22 Cantrell Cir	Landsdale	WA	6065	
11 Ostend Pde	Mindarie	WA	6030	
250 st georges terrace	perth	WA	6000	
24 Bourke Street	Yokine	WA	6060	
68 Temby Ave	Kalamunda	WA	6076	
33 Towarda Way	Wanneroo	WA	6065	
2/43 Harrison St	Rockingham	WA	6168	
200 St Georges Tce	Perth	WA	6000	
16 Thirlmere Way	High Wycombe	WA	6057	
6 Bantock St	Joondanna	WA	6060	
5 Dutton Cl	Lynwood	WA	6147	
4 Watsonia St	Maddington	WA	6109	
11 Hassell Crescent	Bulll Creek	WA	6149	
15 Dalaroo Ct	Cooloongup	WA	6168	
78 Woodbridge Drive	Cooloongup	WA	6168	
100 St Georges Tce	Perth	WA	6000	
Unit 3/14 Exmouth Pl	Thornlie	WA	6148	
16 Mount Parkway	Canningvale	WA	6155	
5 Shallot Crt	Cooloongup	WA	6169	
6 Lindholm Retreat	Mindarie	WA	6030	
4 Manooka Crt	Rangeville	WA	4350	
9 Hargrave St	Stirling	WA	6021	
24 Rangeview Ct	Maddington	WA	6109	
Unit 2 20 Monash Ave	Nedlands	WA	6009	
12 Winfield Street	Lynwood	WA	6147	
Unit 11 Number 6 Elanora Dr	Cooloongup	WA	6168	
8 Shoreview St	Wandina	WA	6530	
2 joseph street	leederville	WA	6007	
18 Castlefern Way	Duncraig	WA	6023	
172a Hubert Street	East Victoria Park	WA	6101	
2 Wills Crt	Cooloongup	WA	6168	
44 philip rd	dalkeith	WA	6010	
119c/93 Thomas St	Subiaco	WA	6008	
132 Petra St	Bicton	WA	6157	
5/14 Yarnall Pl	Ferndale	WA	6148	
18/19 Hughie Edwards Dr	Merriwa	WA	6030	
4 Keeden Court	Maddington	WA	6109	
Unit 2 50 Thelma Street	Como	WA	6152	
3 Pinaster Pl	Mosman Park	WA	6012	
1 Poole Place	Mosman Park	WA	6012	
15/118 Mounts Bay Rd	Perth	WA	6000	
27 Adisham St	Maddington	WA	6109	Australia
57 Cyril Road	High Wycombe	WA	6057	
10.196 St Kilda Rd	Redcliffe	WA	6104	
10 ruthin way	wanneroo	WA	6065	
36/1 Roydhouse	Subiaco	WA	6008	
46 Norwood Rd	Rivervale	WA	6103	
unit 59 2 Hungerford Ave	Halls Head	WA	6210	
